datetime,market_price_usd,addresses_with_1000_btc,addresses_with_100_btc,addresses_with_10_btc,addresses_with_1_btc,addresses_with_0.1_btc,addresses_with_0.01_btc
2010-08-17,0.07,159.0,731.0,51012.0,52870.0,53270.0,54908.0
2010-08-18,0.068,165.0,734.0,50962.0,52819.0,53267.0,54916.0
2010-08-19,0.0667,164.0,741.0,51037.0,52897.0,53356.0,55031.0
2010-08-20,0.0655,168.0,742.0,51082.0,52948.0,53410.0,55103.0
2010-08-21,0.0664,169.0,745.0,51173.0,53038.0,53510.0,55223.0
2010-08-22,0.0659289888953828,171.0,755.0,51215.0,53085.0,53555.0,55295.0
2010-08-23,0.06491,174.0,763.0,51269.0,53139.0,53587.0,55360.0
2010-08-24,0.065,176.0,769.0,51323.0,53188.0,53638.0,55446.0
2010-08-25,0.0648,178.0,777.0,51452.0,53321.0,53771.0,55596.0
2010-08-26,0.0640751139684395,179.0,787.0,51530.0,53318.0,53758.0,55598.0
2010-08-27,0.065,179.0,790.0,51581.0,53367.0,53809.0,55670.0
2010-08-28,0.0646,180.0,797.0,51647.0,53437.0,53884.0,55771.0
2010-08-29,0.064,181.0,805.0,51763.0,53556.0,54003.0,55909.0
2010-08-30,0.06497,186.0,808.0,51832.0,53600.0,54049.0,55990.0
2010-08-31,0.06,192.0,796.0,51813.0,53578.0,54029.0,55996.0
2010-09-01,0.0620248275862069,195.0,799.0,51877.0,53641.0,54099.0,56082.0
2010-09-02,0.0634,198.0,804.0,51883.0,53645.0,54102.0,56118.0
2010-09-03,0.06085,196.0,810.0,51976.0,53743.0,54201.0,56246.0
2010-09-04,0.062178275862069,196.0,812.0,52038.0,53807.0,54267.0,56342.0
2010-09-05,0.06165,198.0,812.0,52086.0,53859.0,54317.0,56397.0
2010-09-06,0.0616,200.0,819.0,52108.0,53881.0,54344.0,56450.0
2010-09-07,0.0612391180596142,201.0,822.0,52182.0,53960.0,54418.0,56541.0
2010-09-08,0.061,202.0,829.0,52264.0,54046.0,54513.0,56639.0
2010-09-09,0.0611149707773232,205.0,832.0,52326.0,54115.0,54591.0,56730.0
2010-09-10,0.0610115242548218,205.0,833.0,52413.0,54201.0,54684.0,56835.0
2010-09-11,0.0636208649912332,208.0,833.0,52514.0,54305.0,54784.0,56938.0
2010-09-12,0.0615,212.0,834.0,52451.0,54249.0,54733.0,56911.0
2010-09-13,0.06218,216.0,848.0,52505.0,54300.0,54785.0,56982.0
2010-09-14,0.06199,220.0,848.0,52581.0,54382.0,54861.0,57072.0
2010-09-15,0.0604,221.0,839.0,52645.0,54453.0,54934.0,57162.0
2010-09-16,0.0619,220.0,837.0,52661.0,54464.0,54941.0,57178.0
2010-09-17,0.0600005260081823,223.0,846.0,52260.0,54066.0,54544.0,56798.0
2010-09-18,0.061,223.0,850.0,52380.0,54179.0,54658.0,56926.0
2010-09-19,0.0627,226.0,856.0,52352.0,54149.0,54629.0,56939.0
2010-09-20,0.0621017358270018,227.0,859.0,52436.0,54235.0,54718.0,57051.0
2010-09-21,0.06265,231.0,870.0,52440.0,54251.0,54732.0,57082.0
2010-09-22,0.061881870251315,232.0,881.0,52518.0,54322.0,54802.0,57193.0
2010-09-23,0.062153512565751,232.0,880.0,52573.0,54390.0,54892.0,57263.0
2010-09-24,0.0622,233.0,880.0,52667.0,54504.0,55017.0,57380.0
2010-09-25,0.06202,232.0,886.0,52731.0,54565.0,55079.0,57431.0
2010-09-26,0.062,231.0,886.0,52803.0,54630.0,55140.0,57508.0
2010-09-27,0.0622004418468732,233.0,893.0,52529.0,54359.0,54873.0,57248.0
2010-09-28,0.0619038977206312,236.0,894.0,51632.0,53451.0,53935.0,56330.0
2010-09-29,0.06191,239.0,901.0,51632.0,53448.0,53974.0,56378.0
2010-09-30,0.0619,241.0,904.0,51675.0,53492.0,54064.0,56488.0
2010-10-01,0.0619733138515488,244.0,897.0,51723.0,53538.0,54145.0,56561.0
2010-10-02,0.0614,237.0,889.0,51722.0,53548.0,54202.0,56618.0
2010-10-03,0.0610648684979544,239.0,897.0,51765.0,53599.0,54289.0,56687.0
2010-10-04,0.0612944769140853,248.0,915.0,51704.0,53526.0,54259.0,56639.0
2010-10-05,0.0614,247.0,909.0,51754.0,53581.0,54313.0,56692.0
2010-10-06,0.06281,248.0,910.0,51799.0,53636.0,54387.0,56766.0
2010-10-07,0.067,239.0,909.0,51787.0,53632.0,54393.0,56775.0
2010-10-08,0.0844531081239041,241.0,920.0,51672.0,53522.0,54302.0,56687.0
2010-10-09,0.0938,244.0,920.0,51668.0,53514.0,54325.0,56697.0
2010-10-10,0.0971462010520164,241.0,910.0,51739.0,53591.0,54433.0,56804.0
2010-10-11,0.095,245.0,920.0,51777.0,53638.0,54510.0,56882.0
2010-10-12,0.0949,243.0,931.0,51809.0,53674.0,54580.0,56951.0
2010-10-13,0.104865589129164,250.0,944.0,51602.0,53478.0,54407.0,56776.0
2010-10-14,0.102,249.0,946.0,51670.0,53551.0,54496.0,56862.0
2010-10-15,0.105,251.0,956.0,51741.0,53630.0,54590.0,56960.0
2010-10-16,0.101,254.0,958.0,51614.0,53515.0,54517.0,56890.0
2010-10-17,0.102,254.0,967.0,51719.0,53611.0,54641.0,57017.0
2010-10-18,0.1024,253.0,972.0,51831.0,53721.0,54759.0,57137.0
2010-10-19,0.0975448918760959,259.0,975.0,51980.0,53866.0,54980.0,57369.0
2010-10-20,0.099,257.0,982.0,52100.0,54008.0,55114.0,57492.0
2010-10-21,0.107,259.0,994.0,52113.0,54021.0,55149.0,57520.0
2010-10-22,0.1025,261.0,990.0,52180.0,54084.0,55227.0,57593.0
2010-10-23,0.104556424313267,261.0,991.0,52245.0,54155.0,55366.0,57727.0
2010-10-24,0.11501,261.0,991.0,52324.0,54242.0,55530.0,57895.0
2010-10-25,0.139118552893045,262.0,992.0,52417.0,54333.0,55597.0,57964.0
2010-10-26,0.151,259.0,991.0,52580.0,54490.0,55816.0,58188.0
2010-10-27,0.1877,260.0,980.0,52573.0,54497.0,55869.0,58238.0
2010-10-28,0.1731,262.0,985.0,52525.0,54459.0,55883.0,58257.0
2010-10-29,0.19,267.0,992.0,52621.0,54540.0,55918.0,58291.0
2010-10-30,0.197610543541789,267.0,994.0,52719.0,54625.0,56015.0,58404.0
2010-10-31,0.1925,269.0,999.0,52726.0,54637.0,56019.0,58426.0
2010-11-01,0.194525061367621,269.0,1006.0,52793.0,54709.0,56087.0,58502.0
2010-11-02,0.1938,268.0,1015.0,52895.0,54813.0,56179.0,58614.0
2010-11-03,0.1931,270.0,1022.0,52970.0,54891.0,56255.0,58708.0
2010-11-04,0.229275160724722,271.0,1018.0,53011.0,54935.0,56298.0,58768.0
2010-11-05,0.259112413793104,273.0,1017.0,53011.0,54932.0,56247.0,58716.0
2010-11-06,0.400982302746932,273.0,1014.0,53121.0,55043.0,56360.0,58853.0
2010-11-07,0.34,277.0,1034.0,53233.0,55162.0,56472.0,58978.0
2010-11-08,0.243184628872005,280.0,1038.0,52559.0,54500.0,55806.0,58353.0
2010-11-09,0.217272694330801,285.0,1046.0,52644.0,54577.0,55870.0,58446.0
2010-11-10,0.229549731151373,289.0,1062.0,52737.0,54689.0,55990.0,58584.0
2010-11-11,0.2231,297.0,1064.0,52851.0,54808.0,56114.0,58745.0
2010-11-12,0.2682,299.0,1076.0,52928.0,54883.0,56195.0,58846.0
2010-11-13,0.276,301.0,1094.0,53025.0,54982.0,56284.0,58927.0
2010-11-14,0.27904,306.0,1108.0,52853.0,54819.0,56127.0,58795.0
2010-11-15,0.268464555815313,307.0,1114.0,52907.0,54871.0,56179.0,58942.0
2010-11-16,0.225,312.0,1122.0,52907.0,54870.0,56180.0,59013.0
2010-11-17,0.241939333722969,310.0,1139.0,53022.0,54991.0,56313.0,59178.0
2010-11-18,0.269057790765634,312.0,1147.0,53156.0,55132.0,56443.0,59336.0
2010-11-19,0.27829,315.0,1161.0,53159.0,55137.0,56453.0,59369.0
2010-11-20,0.283015964932788,312.0,1169.0,53233.0,55235.0,56604.0,59532.0
2010-11-21,0.27675,311.0,1170.0,53301.0,55304.0,56690.0,59664.0
2010-11-22,0.285,312.0,1178.0,53377.0,55366.0,56761.0,59775.0
2010-11-23,0.28295,315.0,1163.0,53367.0,55350.0,56743.0,59802.0
2010-11-24,0.282905736411455,317.0,1170.0,53374.0,55369.0,56745.0,59840.0
2010-11-25,0.28,314.0,1171.0,53449.0,55444.0,56835.0,60001.0
2010-11-26,0.2844,316.0,1182.0,53500.0,55499.0,56897.0,60152.0
2010-11-27,0.283,318.0,1188.0,53528.0,55525.0,56930.0,60250.0
2010-11-28,0.271358679135009,316.0,1192.0,53658.0,55654.0,57051.0,60412.0
2010-11-29,0.230559456458212,318.0,1194.0,53659.0,55658.0,57062.0,60439.0
2010-11-30,0.2082,316.0,1196.0,53749.0,55756.0,57152.0,60613.0
2010-12-01,0.2275,318.0,1199.0,53605.0,55614.0,57021.0,60626.0
2010-12-02,0.255,317.0,1208.0,53599.0,55615.0,57025.0,60716.0
2010-12-03,0.251060083576856,316.0,1213.0,53480.0,55501.0,56926.0,60656.0
2010-12-04,0.205000526008182,314.0,1206.0,53613.0,55633.0,57076.0,60869.0
2010-12-05,0.202850017533606,315.0,1207.0,53734.0,55757.0,57206.0,61070.0
2010-12-06,0.204,319.0,1222.0,53907.0,55928.0,57379.0,61311.0
2010-12-07,0.233420385739334,327.0,1235.0,53863.0,55889.0,57353.0,61397.0
2010-12-08,0.2388,328.0,1237.0,53992.0,56018.0,57472.0,61603.0
2010-12-09,0.199991694330801,326.0,1246.0,54097.0,56120.0,57574.0,61773.0
2010-12-10,0.204,324.0,1250.0,54196.0,56231.0,57690.0,61970.0
2010-12-11,0.228,324.0,1252.0,54299.0,56342.0,57843.0,62270.0
2010-12-12,0.219853611922852,325.0,1264.0,54376.0,56424.0,57930.0,62620.0
2010-12-13,0.227605236703682,329.0,1267.0,53957.0,56005.0,57517.0,62454.0
2010-12-14,0.24669,331.0,1275.0,54041.0,56090.0,57623.0,62756.0
2010-12-15,0.24,330.0,1270.0,54163.0,56214.0,57760.0,63034.0
2010-12-16,0.24996,336.0,1282.0,54222.0,56282.0,57839.0,63229.0
2010-12-17,0.242655815312683,335.0,1280.0,54325.0,56408.0,57970.0,63411.0
2010-12-18,0.241,336.0,1278.0,54439.0,56537.0,58117.0,63660.0
2010-12-19,0.2401,338.0,1290.0,54413.0,56510.0,58101.0,63769.0
2010-12-20,0.267,341.0,1297.0,54402.0,56524.0,58107.0,63848.0
2010-12-21,0.241436002337814,344.0,1309.0,54498.0,56629.0,58232.0,64050.0
2010-12-22,0.25,346.0,1316.0,54460.0,56616.0,58229.0,64169.0
2010-12-23,0.249970127995324,346.0,1322.0,54584.0,56758.0,58371.0,64385.0
2010-12-24,0.248,347.0,1322.0,54669.0,56847.0,58472.0,64569.0
2010-12-25,0.2499,348.0,1324.0,54747.0,56959.0,58759.0,64862.0
2010-12-26,0.264962127410871,350.0,1332.0,54825.0,57058.0,58956.0,65071.0
2010-12-27,0.264785388661601,353.0,1336.0,54644.0,56882.0,58782.0,64984.0
2010-12-28,0.281,349.0,1344.0,54792.0,57040.0,58951.0,65232.0
2010-12-29,0.3,356.0,1362.0,54827.0,57079.0,58982.0,65320.0
2010-12-30,0.3,358.0,1371.0,54865.0,57135.0,59031.0,65430.0
2010-12-31,0.3,362.0,1375.0,54972.0,57247.0,59153.0,65602.0
2011-01-01,0.3,365.0,1372.0,55088.0,57363.0,59278.0,65790.0
2011-01-02,0.29997,366.0,1379.0,55120.0,57408.0,59323.0,65888.0
2011-01-03,0.295,365.0,1395.0,55048.0,57335.0,59284.0,65946.0
2011-01-04,0.29895,368.0,1397.0,55118.0,57412.0,59375.0,66137.0
2011-01-05,0.298916302162478,371.0,1400.0,55030.0,57315.0,59295.0,66092.0
2011-01-06,0.298,376.0,1410.0,55000.0,57278.0,59275.0,66144.0
2011-01-07,0.32,377.0,1413.0,55046.0,57331.0,59344.0,66285.0
2011-01-08,0.3229,373.0,1422.0,55135.0,57431.0,59468.0,66469.0
2011-01-09,0.323,376.0,1431.0,55190.0,57491.0,59549.0,66613.0
2011-01-10,0.32659,375.0,1435.0,55305.0,57616.0,59662.0,66797.0
2011-01-11,0.32659,375.0,1437.0,55370.0,57675.0,59747.0,66938.0
2011-01-12,0.318799621274109,378.0,1438.0,55463.0,57782.0,59855.0,67114.0
2011-01-13,0.3176,378.0,1440.0,55267.0,57594.0,59685.0,67002.0
2011-01-14,0.399990005844535,381.0,1449.0,55112.0,57446.0,59536.0,66916.0
2011-01-15,0.386,383.0,1453.0,55195.0,57558.0,59669.0,67115.0
2011-01-16,0.38679,379.0,1453.0,55242.0,57592.0,59707.0,67229.0
2011-01-17,0.3495,378.0,1447.0,55371.0,57737.0,59876.0,67447.0
2011-01-18,0.31299,378.0,1446.0,55359.0,57743.0,59889.0,67558.0
2011-01-19,0.31299,379.0,1444.0,55339.0,57737.0,59913.0,67664.0
2011-01-20,0.39,380.0,1445.0,55464.0,57888.0,60061.0,67858.0
2011-01-21,0.41991,379.0,1451.0,55411.0,57853.0,60032.0,67957.0
2011-01-22,0.44003552893045,378.0,1462.0,55417.0,57878.0,60073.0,68091.0
2011-01-23,0.4424,375.0,1460.0,55329.0,57789.0,59970.0,68081.0
2011-01-24,0.4199,378.0,1474.0,55436.0,57906.0,60097.0,68265.0
2011-01-25,0.41,377.0,1483.0,55503.0,57977.0,60187.0,68439.0
2011-01-26,0.415085129748685,380.0,1491.0,55530.0,58017.0,60231.0,68541.0
2011-01-27,0.4212,344.0,1379.0,55389.0,57868.0,60082.0,68485.0
2011-01-28,0.444484044418469,348.0,1379.0,55443.0,57945.0,60172.0,68675.0
2011-01-29,0.439,348.0,1386.0,55532.0,58047.0,60278.0,68811.0
2011-01-30,0.477142033898305,348.0,1401.0,55578.0,58095.0,60350.0,68922.0
2011-01-31,0.525136870251315,347.0,1410.0,55544.0,58073.0,60361.0,69009.0
2011-02-01,0.707510116890707,341.0,1417.0,55423.0,57977.0,60286.0,69011.0
2011-02-02,0.725434821741671,342.0,1399.0,55481.0,58052.0,60348.0,69063.0
2011-02-03,0.693898367621274,345.0,1390.0,55549.0,58136.0,60430.0,69133.0
2011-02-04,0.810958971361777,346.0,1390.0,55615.0,58241.0,60539.0,69222.0
2011-02-05,0.911671477498539,350.0,1366.0,55546.0,58177.0,60478.0,69171.0
2011-02-06,0.898,350.0,1370.0,55626.0,58265.0,60572.0,69259.0
2011-02-07,0.889421369959088,347.0,1388.0,55710.0,58351.0,60664.0,69345.0
2011-02-08,0.918,349.0,1392.0,55817.0,58473.0,60759.0,69432.0
2011-02-09,1.01605024547049,349.0,1395.0,55863.0,58521.0,60961.0,69740.0
2011-02-10,0.979652963179427,349.0,1408.0,55936.0,58614.0,61333.0,70383.0
2011-02-11,1.05406945353594,354.0,1430.0,55902.0,58564.0,61328.0,71267.0
2011-02-12,1.07870328404442,359.0,1433.0,55965.0,58676.0,61503.0,72015.0
2011-02-13,1.05,362.0,1442.0,55892.0,58655.0,61542.0,72403.0
2011-02-14,1.07001262419638,364.0,1462.0,55636.0,58430.0,61276.0,72163.0
2011-02-15,1.05,362.0,1473.0,55763.0,58597.0,61484.0,72506.0
2011-02-16,1.031687628872,365.0,1479.0,55889.0,58746.0,61654.0,72763.0
2011-02-17,1.0399231975453,365.0,1495.0,56041.0,58941.0,61893.0,73499.0
2011-02-18,0.898955914669784,370.0,1505.0,56003.0,58976.0,61951.0,73963.0
2011-02-19,0.944028116890707,373.0,1511.0,56054.0,59052.0,62046.0,74282.0
2011-02-20,0.865,376.0,1504.0,56157.0,59176.0,62190.0,74760.0
2011-02-21,0.835747428404442,379.0,1521.0,56262.0,59289.0,62324.0,75378.0
2011-02-22,0.877041779661017,382.0,1522.0,56311.0,59321.0,62412.0,75939.0
2011-02-23,0.9,378.0,1543.0,56427.0,59448.0,62582.0,76580.0
2011-02-24,0.989095265926359,378.0,1547.0,56453.0,59511.0,62666.0,77042.0
2011-02-25,0.914652001753361,387.0,1554.0,56471.0,59541.0,62732.0,77599.0
2011-02-26,0.958,392.0,1567.0,56452.0,59538.0,62753.0,77895.0
2011-02-27,0.895033114552893,387.0,1574.0,56504.0,59616.0,62864.0,78351.0
2011-02-28,0.860220923436587,401.0,1593.0,56549.0,59699.0,62975.0,78792.0
2011-03-01,0.921096891876096,395.0,1587.0,56574.0,59733.0,63091.0,79749.0
2011-03-02,0.9399,431.0,1619.0,56622.0,59819.0,63254.0,80020.0
2011-03-03,0.939073383401519,434.0,1641.0,56757.0,59997.0,63465.0,80764.0
2011-03-04,0.9011,438.0,1649.0,56891.0,60145.0,63649.0,81184.0
2011-03-05,0.90784060666277,441.0,1665.0,56861.0,60132.0,63661.0,81459.0
2011-03-06,0.884770973115138,444.0,1668.0,56914.0,60204.0,63749.0,81885.0
2011-03-07,0.877583864406779,445.0,1682.0,56911.0,60217.0,63827.0,82257.0
2011-03-08,0.866071591466979,445.0,1683.0,57037.0,60381.0,64030.0,82679.0
2011-03-09,0.86,449.0,1686.0,57106.0,60489.0,64137.0,82911.0
2011-03-10,0.920670309760374,455.0,1702.0,57182.0,60602.0,64270.0,83197.0
2011-03-11,0.88,460.0,1709.0,57215.0,60666.0,64324.0,83379.0
2011-03-12,0.917815513150205,461.0,1718.0,57274.0,60753.0,64426.0,83537.0
2011-03-13,0.89249,462.0,1729.0,57320.0,60818.0,64512.0,83718.0
2011-03-14,0.893924922852133,464.0,1743.0,57079.0,60617.0,64321.0,83624.0
2011-03-15,0.87224,469.0,1752.0,57096.0,60646.0,64351.0,83780.0
2011-03-16,0.851211665692578,469.0,1756.0,56983.0,60541.0,64265.0,83796.0
2011-03-17,0.82542,463.0,1755.0,57012.0,60615.0,64372.0,84029.0
2011-03-18,0.801959208065459,464.0,1760.0,56914.0,60539.0,64337.0,84093.0
2011-03-19,0.765,466.0,1770.0,56964.0,60613.0,64446.0,84297.0
2011-03-20,0.7415,469.0,1780.0,57050.0,60704.0,64542.0,84515.0
2011-03-21,0.75897,470.0,1780.0,57092.0,60771.0,64640.0,85308.0
2011-03-22,0.809130292811222,472.0,1792.0,57142.0,60849.0,64760.0,85790.0
2011-03-23,0.84971,473.0,1793.0,57172.0,60915.0,64803.0,87115.0
2011-03-24,0.872374365867914,473.0,1809.0,57269.0,61066.0,65019.0,87860.0
2011-03-25,0.88377,474.0,1821.0,57372.0,61238.0,65292.0,88279.0
2011-03-26,0.8552,476.0,1828.0,57390.0,61306.0,65403.0,88623.0
2011-03-27,0.822,483.0,1838.0,57431.0,61426.0,65585.0,89368.0
2011-03-28,0.794740500292227,485.0,1846.0,57487.0,61561.0,65761.0,89370.0
2011-03-29,0.792509941554646,485.0,1853.0,57571.0,61697.0,65903.0,89647.0
2011-03-30,0.789706312098189,488.0,1865.0,57663.0,61839.0,66084.0,89938.0
2011-03-31,0.78461,490.0,1878.0,57748.0,61984.0,66247.0,90281.0
2011-04-01,0.77411,489.0,1882.0,57824.0,62129.0,66386.0,90494.0
2011-04-02,0.78199,493.0,1900.0,57947.0,62318.0,66583.0,90808.0
2011-04-03,0.779,493.0,1916.0,58065.0,62479.0,66772.0,91266.0
2011-04-04,0.68,500.0,1921.0,57995.0,62458.0,66817.0,91663.0
2011-04-05,0.715691834599649,503.0,1933.0,58092.0,62639.0,67049.0,92100.0
2011-04-06,0.74,508.0,1950.0,58134.0,62709.0,67143.0,92473.0
2011-04-07,0.7538,507.0,1955.0,58199.0,62800.0,67268.0,92705.0
2011-04-08,0.74999,508.0,1973.0,58247.0,62875.0,67371.0,92995.0
2011-04-09,0.734060517241379,511.0,1980.0,58342.0,63016.0,67545.0,93372.0
2011-04-10,0.733156820572765,513.0,1994.0,58422.0,63118.0,67655.0,93713.0
2011-04-11,0.770113933372297,516.0,2002.0,58382.0,63130.0,67678.0,93918.0
2011-04-12,0.861381607831677,525.0,2024.0,58311.0,63019.0,67587.0,94047.0
2011-04-13,0.930320058445353,527.0,2038.0,58232.0,62963.0,67557.0,94143.0
2011-04-14,0.998629766218586,520.0,2042.0,58273.0,63023.0,67651.0,95466.0
2011-04-15,0.983673136762127,519.0,2067.0,58340.0,63126.0,67785.0,95521.0
2011-04-16,1.04663285797779,529.0,2098.0,58356.0,63172.0,67841.0,94326.0
2011-04-17,1.09812209789597,526.0,2116.0,58461.0,63336.0,68116.0,94589.0
2011-04-18,1.14943331151373,523.0,2144.0,58468.0,63380.0,68232.0,94828.0
2011-04-19,1.18516222092344,494.0,2033.0,58381.0,63400.0,68283.0,95298.0
2011-04-20,1.14212598480421,501.0,2021.0,58420.0,63470.0,68364.0,95437.0
2011-04-21,1.20733887200468,499.0,2074.0,58622.0,63696.0,68598.0,95886.0
2011-04-22,1.40450508182349,503.0,2096.0,58676.0,63750.0,68723.0,96173.0
2011-04-23,1.82885230099357,509.0,2147.0,58636.0,63773.0,68772.0,96349.0
2011-04-24,1.63198421975453,512.0,2168.0,58716.0,63887.0,68895.0,96596.0
2011-04-25,1.56448363530099,512.0,2182.0,58773.0,64015.0,69078.0,97072.0
2011-04-26,1.77084089012274,515.0,2188.0,58855.0,64139.0,69219.0,97383.0
2011-04-27,1.9031759585038,519.0,2201.0,58740.0,64063.0,69231.0,97651.0
2011-04-28,2.28574446580947,527.0,2220.0,58744.0,64118.0,69368.0,98107.0
2011-04-29,2.85060509000585,526.0,2257.0,58787.0,64249.0,69537.0,98541.0
2011-04-30,3.5,508.0,2233.0,58695.0,64254.0,69674.0,99056.0
2011-05-01,3.0942275534775,510.0,2261.0,58673.0,64383.0,69826.0,99548.0
2011-05-02,3.2,510.0,2284.0,58699.0,64446.0,69951.0,99848.0
2011-05-03,3.36058570368206,512.0,2288.0,58700.0,64484.0,70080.0,100234.0
2011-05-04,3.40867304734074,513.0,2315.0,58496.0,64328.0,70007.0,100434.0
2011-05-05,3.34373668439509,513.0,2356.0,58546.0,64468.0,70202.0,100882.0
2011-05-06,3.45507558445354,519.0,2377.0,58676.0,64715.0,70553.0,101530.0
2011-05-07,3.64126297779077,517.0,2402.0,58672.0,64825.0,70700.0,101791.0
2011-05-08,3.84866837697253,523.0,2427.0,58788.0,65031.0,70916.0,102452.0
2011-05-09,3.80408958211572,528.0,2449.0,58775.0,65023.0,70990.0,102752.0
2011-05-10,5.65166700233781,521.0,2510.0,58770.0,65146.0,71157.0,103047.0
2011-05-11,5.43975104383402,515.0,2513.0,58608.0,65071.0,71165.0,103473.0
2011-05-12,6.3348786943308,512.0,2548.0,58672.0,65325.0,71521.0,103855.0
2011-05-13,8.13903486732905,516.0,2580.0,58499.0,65204.0,71484.0,103931.0
2011-05-14,7.00724382933957,519.0,2617.0,58602.0,65429.0,71880.0,104789.0
2011-05-15,6.92492484453536,515.0,2622.0,58666.0,65709.0,72320.0,105724.0
2011-05-16,7.88514074517826,516.0,2632.0,58651.0,65805.0,72587.0,108713.0
2011-05-17,7.25719954061952,516.0,2660.0,58807.0,66219.0,73283.0,110504.0
2011-05-18,6.76316336236119,519.0,2670.0,58854.0,66539.0,73755.0,112374.0
2011-05-19,6.89014363237873,523.0,2711.0,58753.0,66621.0,74041.0,114798.0
2011-05-20,5.61809621858562,531.0,2732.0,58878.0,66868.0,74456.0,116496.0
2011-05-21,6.08480066744594,520.0,2670.0,59372.0,67527.0,75327.0,117618.0
2011-05-22,6.71195603974284,524.0,2680.0,59571.0,68004.0,76079.0,118677.0
2011-05-23,7.06525678375219,532.0,2736.0,59493.0,68266.0,76588.0,119630.0
2011-05-24,7.40266058211573,535.0,2788.0,59585.0,68560.0,77075.0,121683.0
2011-05-25,8.56928963705436,540.0,2835.0,59687.0,69229.0,77987.0,124289.0
2011-05-26,8.78215543424898,545.0,2867.0,59740.0,69995.0,79018.0,125605.0
2011-05-27,8.52865846814728,547.0,2893.0,59731.0,70395.0,79590.0,126461.0
2011-05-28,8.34926911981298,547.0,2934.0,59711.0,70505.0,79898.0,127773.0
2011-05-29,8.40095347223846,544.0,2947.0,59817.0,70361.0,79890.0,128282.0
2011-05-30,8.77934246464056,542.0,2984.0,59912.0,70686.0,80486.0,130314.0
2011-05-31,8.72157642197545,540.0,2958.0,59908.0,70883.0,80871.0,131909.0
2011-06-01,9.62377723202805,541.0,2996.0,59969.0,71291.0,81557.0,132839.0
2011-06-02,10.7027602279369,541.0,3027.0,59836.0,71354.0,81862.0,133486.0
2011-06-03,14.2646467738165,544.0,2996.0,59935.0,71582.0,82546.0,134581.0
2011-06-04,18.3127387258913,547.0,3037.0,60060.0,72080.0,83457.0,137122.0
2011-06-05,16.5433423962595,550.0,3022.0,60246.0,72871.0,84684.0,138727.0
2011-06-06,18.4020986440678,556.0,3087.0,60356.0,73243.0,85600.0,140194.0
2011-06-07,23.2378784628872,560.0,3095.0,60485.0,73632.0,86330.0,141492.0
2011-06-08,29.0299213267095,582.0,3163.0,60591.0,74111.0,86834.0,141048.0
2011-06-09,28.7905440181181,583.0,3149.0,60838.0,75027.0,88447.0,143137.0
2011-06-10,24.0493992285213,590.0,3189.0,60977.0,75912.0,89836.0,145123.0
2011-06-11,14.7497466277031,604.0,3212.0,60706.0,76389.0,90907.0,146662.0
2011-06-12,18.8501447311514,561.0,3017.0,60585.0,76986.0,91885.0,148063.0
2011-06-13,19.5423291145529,567.0,3030.0,60173.0,77104.0,92826.0,149763.0
2011-06-14,19.2577355055523,590.0,3050.0,60076.0,77895.0,94455.0,152024.0
2011-06-15,19.4641426241964,595.0,3056.0,60329.0,78798.0,95630.0,153819.0
2011-06-16,17.9293625423729,605.0,3070.0,60440.0,79282.0,96659.0,155621.0
2011-06-17,15.4363689129164,611.0,3108.0,60674.0,80193.0,98025.0,157426.0
2011-06-18,16.8754045353594,613.0,3112.0,60894.0,80964.0,99182.0,159052.0
2011-06-19,17.5107167913501,584.0,3051.0,60738.0,81323.0,99981.0,160307.0
2011-06-20,17.5107167913501,588.0,3067.0,60898.0,82579.0,101775.0,162602.0
2011-06-21,17.5107167913501,589.0,3069.0,61096.0,83637.0,103116.0,164485.0
2011-06-22,17.5107167913501,591.0,3082.0,61337.0,85023.0,105001.0,167111.0
2011-06-23,17.5107167913501,586.0,3101.0,61596.0,86078.0,106472.0,169132.0
2011-06-24,17.5107167913501,589.0,3112.0,61706.0,86691.0,107497.0,170649.0
2011-06-25,17.5107167913501,591.0,3184.0,62038.0,87522.0,108847.0,172399.0
2011-06-26,16.3613420157802,589.0,3261.0,62265.0,87943.0,109472.0,173279.0
2011-06-27,16.7522858132671,585.0,3349.0,62201.0,88210.0,110298.0,174682.0
2011-06-28,16.9618353071303,591.0,3428.0,62318.0,88672.0,111044.0,175833.0
2011-06-29,16.8545683179427,593.0,3486.0,62618.0,89525.0,112292.0,177446.0
2011-06-30,16.1852627808299,595.0,3524.0,62817.0,90159.0,113041.0,178413.0
2011-07-01,15.4203573991818,590.0,3494.0,62825.0,90667.0,113853.0,179480.0
2011-07-02,15.38284406955,592.0,3513.0,62962.0,91134.0,114572.0,180354.0
2011-07-03,15.4575505604909,592.0,3540.0,63088.0,91647.0,115240.0,181339.0
2011-07-04,13.8527968123904,592.0,3555.0,63346.0,92319.0,116207.0,182585.0
2011-07-05,12.9648177147867,593.0,3555.0,63215.0,92630.0,116890.0,183388.0
2011-07-06,14.7147835832846,594.0,3562.0,63348.0,93113.0,117558.0,184340.0
2011-07-07,14.7972891613092,593.0,3590.0,63504.0,93870.0,118694.0,185808.0
2011-07-08,14.2990376969608,594.0,3617.0,63571.0,94607.0,119778.0,187253.0
2011-07-09,14.3815006697838,594.0,3642.0,63559.0,95018.0,120405.0,188119.0
2011-07-10,14.6229375511397,593.0,3675.0,63678.0,95623.0,121170.0,189267.0
