,datetime,funding_rates,BTC_price
596,2024-01-08,6.5e-05,47030.0
597,2024-01-09,0.000178,46307.0
598,2024-01-10,9.7e-05,46935.0
599,2024-01-11,0.000106,46434.0
600,2024-01-12,9.7e-05,42449.0
601,2024-01-13,9.4e-05,42962.0
602,2024-01-14,5.7e-05,42279.0
603,2024-01-15,0.000102,42571.0
604,2024-01-16,8.9e-05,43212.0
605,2024-01-17,8.1e-05,42699.0
606,2024-01-18,0.000113,41322.0
607,2024-01-19,0.000101,41636.0
608,2024-01-20,0.00011,41777.0
609,2024-01-21,9.4e-05,41601.0
610,2024-01-22,9.8e-05,39821.0
611,2024-01-23,9.8e-05,39447.0
612,2024-01-24,0.000101,39869.0
613,2024-01-25,0.000113,39949.0
614,2024-01-26,9.8e-05,41884.0
615,2024-01-27,7.4e-05,42128.0
616,2024-01-28,5.5e-05,41821.0
617,2024-01-29,9.5e-05,43157.0
618,2024-01-30,8.2e-05,43338.0
619,2024-01-31,1.1e-05,42649.0
620,2024-02-01,7.3e-05,42949.0
621,2024-02-02,7.9e-05,43152.0
622,2024-02-03,5.5e-05,43014.0
623,2024-02-04,6.8e-05,42526.0
624,2024-02-05,6.6e-05,42456.0
625,2024-02-06,8.7e-05,43179.0
626,2024-02-07,6.9e-05,44165.0
627,2024-02-08,0.000116,45333.0
628,2024-02-09,9e-06,47299.0
629,2024-02-10,8.7e-05,47843.0
630,2024-02-11,0.000101,48122.0
631,2024-02-12,0.000115,50006.0
632,2024-02-13,0.000164,49579.0
633,2024-02-14,8e-05,51835.0
634,2024-02-15,0.000101,51720.0
635,2024-02-16,0.000133,52002.0
636,2024-02-17,9.2e-05,51696.0
637,2024-02-18,0.000165,52180.0
638,2024-02-19,0.000225,51967.0
639,2024-02-20,0.00011,52287.0
640,2024-02-21,0.000121,51516.0
641,2024-02-22,0.000111,51462.0
642,2024-02-23,9.9e-05,50773.0
643,2024-02-24,0.000101,51574.0
644,2024-02-25,0.000123,51702.0
645,2024-02-26,0.000199,54675.0
646,2024-02-27,0.000295,56918.0
647,2024-02-28,0.000226,61348.0
648,2024-02-29,0.000576,61255.0
649,2024-03-01,0.000485,62481.0
650,2024-03-02,0.000262,61856.0
651,2024-03-03,0.00047,62754.0
652,2024-03-04,0.000538,67979.0
653,2024-03-05,0.000656,63187.0
654,2024-03-06,0.000331,66070.0
655,2024-03-07,0.000297,67182.0
656,2024-03-08,0.000329,68521.0
657,2024-03-09,0.000202,68497.0
658,2024-03-10,0.000313,68470.0
659,2024-03-11,0.000313,72497.0
660,2024-03-12,0.000313,71109.0
661,2024-03-13,0.000313,72985.0
662,2024-03-14,0.000239,71456.0
663,2024-03-15,0.000381,68861.0
664,2024-03-16,0.000113,66305.0
665,2024-03-17,0.000113,68209.0
666,2024-03-18,0.000171,67839.0
667,2024-03-19,0.000176,62373.0
668,2024-03-20,0.000137,67583.0
669,2024-03-21,0.000137,65420.0
670,2024-03-22,0.000137,63028.0
671,2024-03-23,0.000137,64749.0
672,2024-03-24,0.000107,66956.0
673,2024-03-25,0.000186,70369.0
674,2024-03-26,0.000183,70258.0
675,2024-03-27,0.000342,69407.0
676,2024-03-28,0.000288,70817.0
677,2024-03-29,0.000288,69928.0
678,2024-03-30,0.000288,69744.0
679,2024-03-31,0.000331,70932.0
680,2024-04-01,0.000689,69770.0
681,2024-04-02,0.000154,65774.0
682,2024-04-03,8.5e-05,66212.0
683,2024-04-04,8.9e-05,67934.0
684,2024-04-05,9.2e-05,67733.0
685,2024-04-06,9.3e-05,69074.0
686,2024-04-07,9e-05,69212.0
687,2024-04-08,0.000112,71933.0
688,2024-04-09,0.000204,69306.0
689,2024-04-10,0.000109,70587.0
690,2024-04-11,0.000122,70221.0
691,2024-04-12,0.000104,67033.0
692,2024-04-13,8.8e-05,64589.0
693,2024-04-14,7.8e-05,65380.0
694,2024-04-15,7.9e-05,63415.0
695,2024-04-16,7e-05,63813.0
696,2024-04-17,4.5e-05,61658.0
697,2024-04-18,4.5e-05,63525.0
698,2024-04-19,-1.2e-05,64113.0
699,2024-04-20,6.2e-05,64623.0
700,2024-04-21,5e-06,65037.0
701,2024-04-22,4.4e-05,67067.0
702,2024-04-23,-6.5e-05,66379.0
703,2024-04-24,3.1e-05,64080.0
704,2024-04-25,7.9e-05,64583.0
705,2024-04-26,-4e-06,63802.0
706,2024-04-27,9.2e-05,63517.0
707,2024-04-28,2.4e-05,63030.0
708,2024-04-29,1.9e-05,63798.0
709,2024-04-30,4.7e-05,60749.0
710,2024-05-01,8.9e-05,58298.0
711,2024-05-02,4e-05,59135.0
712,2024-05-03,-3.8e-05,62839.0
713,2024-05-04,-2.4e-05,63820.0
714,2024-05-05,5e-05,64010.0
715,2024-05-06,1.5e-05,63172.0
716,2024-05-07,7.3e-05,62363.0
717,2024-05-08,7.3e-05,61216.0
718,2024-05-09,7.1e-05,63149.0
719,2024-05-10,-2e-06,60888.0
720,2024-05-11,8.4e-05,60777.0
721,2024-05-12,5e-05,61507.0
722,2024-05-13,4.5e-05,62879.0
723,2024-05-14,3.7e-05,61569.0
724,2024-05-15,6.1e-05,66221.0
725,2024-05-16,2.7e-05,65261.0
726,2024-05-17,6.2e-05,67053.0
727,2024-05-18,6.2e-05,66913.0
728,2024-05-19,3.6e-05,66253.0
729,2024-05-20,3.8e-05,71430.0
730,2024-05-21,0.000131,70190.0
731,2024-05-22,0.000114,69181.0
732,2024-05-23,0.000103,67906.0
733,2024-05-24,9.1e-05,68540.0
734,2024-05-25,8.2e-05,69268.0
735,2024-05-26,9.2e-05,68509.0
736,2024-05-27,9e-05,69367.0
737,2024-05-28,0.000125,68317.0
738,2024-05-29,0.000116,67577.0
739,2024-05-30,9.2e-05,68372.0
740,2024-05-31,9.2e-05,67475.0
741,2024-06-01,0.000104,67704.0
742,2024-06-02,9.6e-05,67740.0
743,2024-06-03,0.000101,68808.0
744,2024-06-04,0.000112,70600.0
745,2024-06-05,8.9e-05,71185.0
746,2024-06-06,9.2e-05,70760.0
747,2024-06-07,9e-05,69325.0
748,2024-06-08,0.000106,69315.0
749,2024-06-09,8.5e-05,69654.0
750,2024-06-10,7.8e-05,69493.0
751,2024-06-11,8.4e-05,67329.0
752,2024-06-12,4.7e-05,68225.0
753,2024-06-13,9e-05,66700.0
754,2024-06-14,6.7e-05,66011.0
755,2024-06-15,5e-05,66190.0
756,2024-06-16,5.7e-05,66616.0
