datetime,market_price_usd,total_supply,market_cap_usd,realised_cap_usd,nupl,coin_days_destroyed,active_addresses,fear_greed_value,fear_greed_category,lightning_nodes,lightning_capacity_usd
2023-04-22,27827.5475920514,19353721,538566593462.2161,385603304878.381,0.2840192660307782,2365454.1995994495,921038.0,53.0,Neutral,18070.0,148706517.34438676
2023-04-23,27604.6855742256,19354639,534278745942.56757,385690532283.489,0.2781099094573586,3201933.420188382,842549.0,56.0,Greed,18070.0,149102501.3608889
2023-04-24,27520.1996729982,19355521,532667803932.51953,385699761896.3286,0.2759093771975177,5372177.452838443,983636.0,53.0,Neutral,18070.0,147159370.63612133
2023-04-25,28302.6942180012,19356302,547835505045.75793,385834226482.0336,0.2957115358015964,5099102.894675651,906982.0,53.0,Neutral,18070.0,152519979.69548732
2023-04-26,28384.2340333139,19357114,549436876550.1787,386006532107.9252,0.29745062884822193,5835508.357898435,893665.0,56.0,Greed,18070.0,0.0
2023-04-27,29465.5514272355,19357927,570392002234.6526,386223346604.9368,0.3228808519547771,5154843.385210759,897822.0,59.0,Greed,17974.0,156420258.04044324
2023-04-28,29350.811886616,19358846,568197848607.9028,386423225719.5392,0.31991431036515794,5748031.407426141,955033.0,64.0,Greed,17974.0,158366348.89478764
2023-04-29,29221.5145075979,19359702,565719821475.2703,386587659434.3999,0.3166446626772488,10225754.741568234,811292.0,64.0,Greed,17974.0,158235631.8783142
2023-04-30,29362.0867974868,19360627,568468419088.7294,386641281700.6418,0.31985442160456606,2251079.8324115565,782782.0,60.0,Greed,17974.0,153604974.14060768
2023-05-01,28114.9531873174,19361764,544355110834.45856,386572654141.0175,0.28985207184253586,4596523.198588263,933809.0,63.0,Greed,17974.0,151779291.01239657
2023-05-02,28690.5809959088,19362571,555523412854.7778,386731376722.61865,0.3038432444543682,5034773.51585922,815626.0,55.0,Greed,17974.0,154262473.61380008
2023-05-03,29045.0427735243,19363452,562412300150.5288,387426522804.99365,0.3111343356087704,14740981.065966459,964920.0,64.0,Greed,17974.0,157637978.2822299
2023-05-04,28855.8574465225,19364364,558775350066.1409,387478467276.0152,0.3065576940175505,5301264.17484468,904617.0,64.0,Greed,18040.0,158054036.58735937
2023-05-05,29552.9695236704,19365108,572296462652.096,387643814600.4727,0.32265208698987746,4779134.420649735,831530.0,61.0,Greed,18040.0,158455916.85804442
2023-05-06,28899.4629602572,19366039,559668149741.6301,387664594125.8814,0.30733132785053763,1756802.3526392549,767118.0,60.0,Greed,18040.0,156009654.6013245
2023-05-07,28761.738434249,19366908,557025957850.4767,389532063400.8479,0.30069315817161507,26501993.305304945,567445.0,64.0,Greed,18040.0,152356752.03776208
2023-05-08,27727.2854091175,19367764,537015542206.8179,389682193865.6341,0.27435583658478563,8757839.430253388,691575.0,60.0,Greed,18040.0,148581124.16110587
2023-05-09,27642.4281092928,19368708,535398133524.2049,389642109050.7105,0.27223857415054825,3217696.794539814,761548.0,51.0,Neutral,18040.0,149035462.42621905
2023-05-10,27646.004902104,19369771,535496785261.89923,389606700637.81226,0.27243876833496855,8016003.111611085,899670.0,52.0,Neutral,18040.0,147149947.29258397
2023-05-11,26986.271065751,19370714,522743360194.43964,389531901013.57965,0.25483147051606864,8320927.663967647,832817.0,52.0,Neutral,18015.0,142257663.78774816
2023-05-12,26773.3443591467,19371596,518642411698.29175,389588227393.9701,0.24883075775028585,8320119.59069196,809108.0,49.0,Neutral,18015.0,143492446.15780616
2023-05-13,26841.3982913501,19372502,519985049999.40936,389594448291.8397,0.2507583664332614,2458428.357285354,719504.0,48.0,Neutral,18015.0,143873276.8365414
2023-05-14,26918.261597896,19373589,521503358191.35657,389663906444.7674,0.2528065249739255,7864220.297018604,836690.0,48.0,Neutral,18015.0,144984083.01093775
2023-05-15,27231.6216052016,19374508,527599285483.39417,390087562769.9628,0.26063667350770026,32107030.0454992,813853.0,50.0,Neutral,18015.0,144097271.36856443
2023-05-16,27025.7181864407,19375464,523635851280.1882,390239542154.0551,0.2547501451629122,9820116.384909295,813434.0,54.0,Neutral,18015.0,143238117.49878412
2023-05-17,27401.0440610754,19376464,530935365594.8756,390335979842.0834,0.26481450448353644,4365751.809665899,838435.0,50.0,Neutral,18015.0,144456345.6612534
2023-05-18,26843.2350938048,19377346,520150655379.1641,390260268688.0311,0.249716856737303,4483820.899929928,813710.0,51.0,Neutral,18091.0,142339341.749887
2023-05-19,26889.503631502,19378283,521072425754.7721,390223180686.9364,0.25111527419302776,4632156.84853382,898269.0,48.0,Neutral,18091.0,142391914.2623042
2023-05-20,27100.8582878434,19379102,525190305041.6288,390275315574.7301,0.25688781413473494,3230723.3122035977,741142.0,48.0,Neutral,18091.0,143564737.39378276
2023-05-21,26777.0977831677,19380046,518941387988.47986,390290615026.0385,0.24791002594939932,3390963.3747033593,777170.0,52.0,Neutral,18091.0,141858254.66923463
2023-05-22,26858.7370637054,19380946,520547733867.7361,390853560083.5764,0.2491494350009276,19153757.564214647,830833.0,49.0,Neutral,18091.0,146326459.3242833
2023-05-23,27226.8558763881,19381908,527708430563.25934,390956747563.8132,0.2591425019560171,5960396.459319207,851408.0,50.0,Neutral,18091.0,142907054.99832517
2023-05-24,26341.4306446522,19382789,510570413084.0999,390886500323.17535,0.23441215882051222,6272004.974272062,863939.0,50.0,Neutral,18091.0,140154361.36521745
2023-05-25,26484.8359234366,19383733,513375002522.1699,391177660895.1547,0.23802744782404583,36318713.21423474,934639.0,51.0,Neutral,18124.0,140870786.8897493
2023-05-26,26720.3838071303,19384689,517966351303.786,391222898525.8277,0.24469437533718014,8723617.099980345,962531.0,49.0,Neutral,18124.0,142965550.29161012
2023-05-27,26854.5403702513,19385596,520591271591.0566,391254983697.93726,0.24844113789659864,2449957.2053723377,887381.0,48.0,Neutral,18124.0,145138465.1772587
2023-05-28,28097.5211259497,19386596,544715291933.82446,391435626061.5981,0.2813940936522263,4986096.40457912,874230.0,50.0,Neutral,18124.0,149746410.73575667
2023-05-29,27765.0728693746,19387608,538298364014.0283,391537641909.5612,0.2726382465852013,6994526.518505039,905417.0,52.0,Neutral,18124.0,148249274.212409
2023-05-30,27712.4915844535,19388571,537305611918.3365,391704118696.5183,0.2709845011705326,10486607.99198849,956160.0,51.0,Neutral,18124.0,145284084.0100012
2023-05-31,27217.6832580362,19389452,527735971111.32263,391739830205.14136,0.2576973114411671,10362278.991466155,934567.0,51.0,Neutral,18124.0,143541893.30201986
2023-06-01,26825.3713451198,19390277,520151388922.441,391796222576.4628,0.24676501703068027,11403007.244817724,920709.0,52.0,Neutral,18132.0,144430869.86497483
2023-06-02,27255.2279941555,19391302,528514365153.0243,391921836089.31854,0.25844619951655845,5936746.212663275,982299.0,50.0,Neutral,18132.0,144587344.4064951
2023-06-03,27079.4084643483,19392114,525126997520.5505,391923910218.12,0.25365880621519116,3094159.8518109582,866525.0,53.0,Neutral,18132.0,144095021.04710647
2023-06-04,27158.25456955,19393039,526681111629.23505,391944844556.1122,0.2558213387534058,2952457.465737124,895565.0,52.0,Neutral,18132.0,143029685.3764457
2023-06-05,25785.8514842198,19393902,500088284277.59064,391774000408.9822,0.216590324696519,8954194.210083649,884878.0,53.0,Neutral,18132.0,137811247.11103448
2023-06-06,27213.7705187025,19394846,527806889513.4044,392076042843.7931,0.25716005108372925,6174507.223785858,1030676.0,44.0,Fear,18132.0,144189117.95247385
2023-06-07,26339.5790292227,19395689,510874304180.9258,392013298459.6535,0.2326619380707348,4868975.759222212,1002967.0,53.0,Neutral,18132.0,141245596.38978374
2023-06-08,26521.693600526,19396652,514432069043.15924,392053835073.2007,0.23788997874409615,9810786.15879406,974592.0,50.0,Neutral,18123.0,141911220.78229553
2023-06-09,26470.6775780245,19397708,513470488646.41705,392085854042.92847,0.23640041109952814,5027918.394187067,1025999.0,50.0,Neutral,18123.0,138221470.8189351
2023-06-10,25863.2138506721,19398671,501711977654.9247,391976457319.24207,0.21872214581880728,6120383.807060828,943821.0,49.0,Neutral,18123.0,138384712.27575642
2023-06-11,25906.8281516657,19399689,502584429713.9355,391974858830.9608,0.22008157106246248,3616696.8256310923,885081.0,47.0,Neutral,18123.0,138594690.01958463
2023-06-12,25906.7519354179,19400671,502608372142.7074,391933429395.2163,0.22020115239160154,8143550.12357564,978234.0,47.0,Neutral,18123.0,139997172.91864482
2023-06-13,25880.8599734074,19401589,502129828745.1334,391915373159.9725,0.21949394215555082,9010645.950422198,939394.0,45.0,Fear,18123.0,139136257.1675299
2023-06-14,25097.5853796026,19402346,486952036428.2535,391847157233.7478,0.19530646158108475,9219634.44962869,835411.0,46.0,Fear,18123.0,134314353.74829945
2023-06-15,25559.1433293396,19403271,495930985696.4377,391813626867.7077,0.2099432417648145,9659474.376623806,913181.0,41.0,Fear,18090.0,137333772.5689396
2023-06-16,26331.8200943892,19404227,510948622201.8117,391931578825.5365,0.23293348529525246,6319160.079566731,962059.0,47.0,Neutral,18090.0,144227932.8830435
2023-06-17,26514.1713495032,19405102,514510207303.49786,391937554069.2643,0.23823172309180402,2816852.6034023236,860690.0,47.0,Neutral,18090.0,143682717.37545162
2023-06-18,26353.962682934,19406046,511426213292.4636,392068228558.76416,0.23338261049486633,12857261.493090084,897404.0,49.0,Neutral,18090.0,143011895.6161377
2023-06-19,26778.0634415547,19406933,519680097673.2684,391971056765.5489,0.2457454912733878,10723161.606888399,909634.0,47.0,Neutral,18090.0,145378744.4022462
2023-06-20,28305.4204573349,19407783,549345473385.3487,392158589073.14825,0.28613484943005757,17450045.601512752,959473.0,49.0,Neutral,18090.0,156340067.73186845
