Date,Open_BTC-USD,High_BTC-USD,Low_BTC-USD,Close_BTC-USD,Adj Close_BTC-USD,Volume_BTC-USD,funding_rate
2019-11-10,8812.489258,9103.826172,8806.162109,9055.526367,9055.526367,20587919881,0.0001
2019-11-11,9056.917969,9081.279297,8700.608398,8757.788086,8757.788086,20265510765,0.0001
2019-11-12,8759.751953,8853.768555,8685.427734,8815.662109,8815.662109,20309769107,0.0001
2019-11-13,8812.033203,8836.841797,8761.651367,8808.262695,8808.262695,17545755405,-0.00022089
2019-11-14,8811.936523,8826.943359,8692.551758,8708.094727,8708.094727,19084739975,0.0001
2019-11-15,8705.708008,8730.873047,8484.84375,8491.992188,8491.992188,21796856471,0.0001
2019-11-17,8549.470703,8727.789063,8500.967773,8577.975586,8577.975586,18668638897,0.0001
2019-11-18,8573.980469,8653.280273,8273.573242,8309.286133,8309.286133,21579470673,0.0001
2019-11-19,8305.134766,8408.516602,8099.963379,8206.145508,8206.145508,21083613816,0.0001
2019-11-20,8203.613281,8237.240234,8010.511719,8027.268066,8027.268066,20764300437,0.0001
2019-11-21,8023.644531,8110.098145,7597.381836,7642.75,7642.75,22514243371,0.0001
2019-11-22,7643.569336,7697.382813,6936.706543,7296.577637,7296.577637,34242315785,6.832e-05
2019-11-23,7296.164551,7442.258789,7151.417969,7397.796875,7397.796875,21008924418,-0.0002867
2019-11-24,7398.633789,7408.577148,7029.289063,7047.916992,7047.916992,30433517289,-0.00010216
2019-11-25,7039.977051,7319.856934,6617.166992,7146.133789,7146.133789,42685231262,0.0001
2019-11-26,7145.15918,7320.230469,7098.572266,7218.371094,7218.371094,21129505542,-8.462e-05
2019-11-27,7220.880859,7619.693359,6974.174316,7531.663574,7531.663574,23991412764,-0.00018098
2019-11-28,7536.820313,7730.072754,7454.121582,7463.105957,7463.105957,19050116751,0.0001
2019-11-29,7466.727051,7781.179688,7460.756348,7761.243652,7761.243652,19709695456,0.0001
2019-11-30,7764.057129,7836.102051,7515.849609,7569.629883,7569.629883,17158194786,0.0001
2019-12-01,7571.616211,7571.616211,7291.341797,7424.29248,7424.29248,18720708479,0.0001
2019-12-02,7424.036133,7474.818848,7233.399414,7321.988281,7321.988281,17082040706,0.0001
2019-12-03,7323.975586,7418.858887,7229.356934,7320.145508,7320.145508,14797485769,1.418e-05
2019-12-04,7320.125,7539.784668,7170.922852,7252.034668,7252.034668,21664240918,-3.55e-06
2019-12-05,7253.241699,7743.431641,7232.676758,7448.307617,7448.307617,18816085231,2.564e-05
2019-12-06,7450.561523,7546.996582,7392.175293,7546.996582,7546.996582,18104466307,7.761e-05
2019-12-07,7547.265625,7589.95166,7525.711426,7556.237793,7556.237793,15453520564,0.0001
2019-12-08,7551.338867,7634.606445,7476.091309,7564.345215,7564.345215,15409908086,0.0001
2019-12-09,7561.79541,7618.091797,7365.985352,7400.899414,7400.899414,17872021272,0.0001
2019-12-10,7397.134277,7424.022949,7246.043945,7278.119629,7278.119629,18249031195,0.0001
2019-12-11,7277.197754,7324.15625,7195.527344,7217.427246,7217.427246,16350490689,0.0001
2019-12-12,7216.73877,7266.639648,7164.741211,7243.134277,7243.134277,18927080224,3.16e-05
2019-12-13,7244.662109,7293.560547,7227.122559,7269.68457,7269.68457,17125736940,-7.162e-05
