Date,Closing Price (USD),active_addresses,hash_rate,btc_left,total_addresses,difficulty,total_fees,fed_assets,GLD,IYE,SLV,SPY,TLT,UUP,NYFed_inflation,Google_popularity,realized_volatility,exchange_netflow_proxy,funding_rate_proxy,macro_interaction_proxy
2013-10-11,125.27966,79150,1736004379925790.0,9174425.0,19072137,8.1295677540806e+17,22.76995908,3774359.0,122.599998,47.849998,20.52,170.259995,105.459999,21.66,1.738484455,3,0.0,0.004150033108507977,0.0021354202737955044,20873.87504648001
2013-10-12,125.9275,66189,1887684185861040.0,9169075.0,19109014,8.1295677540806e+17,32.14776583,3782207.0,122.599998,47.849998,20.52,170.259995,105.459999,21.66,1.738484455,3,0.0,0.003463757994002202,0.0023219982205247326,20873.87504648001
2013-10-13,126.38333,86718,2006000774484790.0,9163550.0,19154778,8.1295677540806e+17,30.80432869,3790055.0,122.599998,47.849998,20.52,170.259995,105.459999,21.66,1.738484455,3,0.0,0.004527225530883208,0.002467536817659078,20873.87504648001
2013-10-14,135.24199,81570,2324806042552390.0,9157300.0,19197695,8.1295677540806e+17,33.03670276,3797903.0,122.830002,48.139999,20.5,170.940002,104.610001,21.620001,1.738484455,3,0.0,0.004248947595010755,0.0028596920683580797,20996.560787540002
2013-10-15,133.20333,84704,2433638004514470.0,9150800.0,19243735,8.1295677540806e+17,38.64309771,3805751.0,123.730003,47.970001,20.559999,169.699997,104.540001,21.700001,1.738484455,3,0.05149374487699025,0.0044016403260593645,0.002993563837748835,20996.98113790999
2013-10-16,142.76333,92553,2213540714975550.0,9145550.0,19294441,1.14989696064422e+18,47.19904597,3813599.0,123.540001,48.619999,20.5,172.070007,105.849998,21.690001,1.738484455,3,0.05425594300663253,0.0047968738767814,0.0019249904910918563,21257.528836850008
2013-10-17,137.92333,80595,2243164101808060.0,9141375.0,19337720,1.14989696064422e+18,36.51952508,3817232.4285714286,127.419998,48.740002,21.049999,173.220001,106.809998,21.450001,1.738484455,3,0.03476216154306729,0.004167761245896621,0.0019507522661433476,22071.692180979997
2013-10-18,142.95166,85159,2394813121060510.0,9136575.0,19385680,1.14989696064422e+18,38.35801158,3820865.857142857,126.849998,49.23,21.110001,174.389999,107.040001,21.450001,1.738484455,3,0.028699913057512016,0.004392881756017844,0.002082632794958286,22121.37102437
2013-10-19,152.55183,91726,2954943272262410.0,9131000.0,19435339,1.14989696064422e+18,36.26226694,3824499.2857142864,126.849998,49.23,21.110001,174.389999,107.040001,21.450001,1.738484455,3,0.03183010327862373,0.004719547212425778,0.002569746136738137,22121.37102437
2013-10-20,160.33883,72841,2600039713307570.0,9126025.0,19476267,1.14989696064422e+18,28.48710739,3828132.7142857136,126.849998,49.23,21.110001,174.389999,107.040001,21.450001,1.738484455,3,0.032326921956422706,0.0037399877502192797,0.0022611066924213105,22121.37102437
2013-10-21,164.31499,95520,2774733637107220.0,9120750.0,19526920,1.14989696064422e+18,37.66450678,3831766.142857143,126.980003,49.009998,21.41,174.399994,106.699997,21.469999,1.738484455,3,0.03218649117412243,0.004891708472201453,0.0024130280643169097,22145.31176131998
2013-10-22,177.63333,108902,3158349275312030.0,9114625.0,19587580,1.14989696064422e+18,41.68008116,3835399.5714285714,129.339996,49.330002,21.870001,175.410004,107.889999,21.35,1.738484455,3,0.03531124576674446,0.005559747554317583,0.0027466367713004404,22687.529215719984
2013-10-23,188.29716,107064,2927901702890390.0,9109100.0,19643298,1.14989696064422e+18,45.77781754,3839033.0,128.690002,48.619999,21.75,174.570007,108.309998,21.360001,1.738484455,3,0.03587831124550254,0.005450408582102659,0.0025462296215219647,22465.414549970013
2013-10-24,200.70166,111582,2823299262718900.0,9103725.0,19703983,1.14989696064422e+18,50.7649601,3839656.2857142864,129.899994,48.919998,21.870001,175.149994,107.889999,21.33,1.738484455,3,0.03670128950029994,0.005662915969832089,0.0024552628273207806,22751.983169700034
2013-10-25,180.355,100390,2979204729134220.0,9097850.0,19757554,1.14989696064422e+18,51.0751821,3840279.5714285714,130.46000700000002,49.099998,21.709999,175.949997,108.290001,21.34,1.738484455,3,0.05183148912127902,0.005081094552493694,0.0025908449461986105,22954.43784026998
2013-10-26,175.03166000000004,72818,3246407683221270.0,9093300.0,19795833,1.67902635797051e+18,35.34328044,3840902.857142857,130.46000700000002,49.099998,21.709999,175.949997,108.290001,21.34,1.738484455,3,0.05373403508451109,0.003678450914391933,0.001933506086911763,22954.43784026998
2013-10-27,177.6965,64388,3462707737504700.0,9088825.0,19829530,1.67902635797051e+18,57.75029853,3841526.142857143,130.46000700000002,49.099998,21.709999,175.949997,108.290001,21.34,1.738484455,3,0.053493739298872606,0.0032470764561742006,0.002062330779422772,22954.43784026998
2013-10-28,187.15983,85464,3385718875898360.0,9084450.0,19874304,1.67902635797051e+18,31.18348979,3842149.4285714286,130.559998,49.150002,21.68,176.229996,107.919998,21.379999,1.738484455,3,0.052665312259077654,0.00430022606074658,0.002016477501872443,23008.58792530001
2013-10-29,192.75666,84684,3116233032610440.0,9080450.0,19920610,1.67902635797051e+18,34.455093,3842772.7142857136,129.770004,49.490002,21.690001,177.169998,108.059998,21.440001,1.738484455,3,0.051500375637862965,0.004251074640786602,0.0018559762435040776,22991.35134913999
2013-10-30,197.4,94473,3672946677782940.0,9075575.0,19971519,1.67902635797051e+18,29.72252695,3843396.0,129.600006,49.189999,21.879999,176.28999299999995,107.410004,21.48,1.738484455,3,0.049997585193307985,0.004730386306619942,0.0021875455738661195,22847.184150539953
2013-10-31,196.02499,95831,4057988402824380.0,9070300.0,20022851,1.67902635797051e+18,29.97871915,3844571.2857142864,127.739998,49.099998,21.1,175.78999299999995,107.639999,21.629999,1.738484455,3,0.04806172253064546,0.004786081662396629,0.002416869981558475,22455.41335424001
2013-11-01,198.04883,85764,4045003155712030.0,9065100.0,20069765,1.67902635797051e+18,35.00360841,3845746.5714285714,126.949997,48.91,21.08,176.21000700000005,106.190002,21.75,1.812959206,10,0.04810903907569331,0.004273293683309197,0.0024091361856887986,22369.859860019984
2013-11-02,198.93233,76960,3910475076212270.0,9060050.0,20110388,1.67902635797051e+18,23.53096079,3846921.857142857,126.949997,48.91,21.08,176.21000700000005,106.190002,21.75,1.812959206,10,0.04677382897934968,0.0038268779299534153,0.0023290135128902797,22369.859860019984
2013-11-03,200.543,81980,3690843798433060.0,9055250.0,20150667,1.67902635797051e+18,40.87943337,3848097.142857143,126.949997,48.91,21.08,176.21000700000005,106.190002,21.75,1.812959206,10,0.04598128871142548,0.004068351682850002,0.002198204799413807,22369.859860019984
2013-11-04,210.3075,99449,3740291306482460.0,9050375.0,20204389,1.67902635797051e+18,51.82985587,3849272.4285714286,126.809998,49.580002,20.85,176.830002,106.290001,21.690001,1.812959206,10,0.04671621859560331,0.004922148351034025,0.002227654907695114,22423.812199959997
2013-11-05,225.02,116561,3553145113172220.0,9046025.0,20269331,2.19442651533322e+18,47.27916843,3850447.7142857136,126.559998,49.200001,20.9,176.270004,105.019997,21.74,1.812959206,10,0.045763291258192874,0.005750609134559005,0.0016191679640877293,22308.73135369999
2013-11-06,248.25333,130148,4139325356130620.0,9041950.0,20334187,2.19442651533322e+18,145.62558243,3851623.0,127.199997,49.41,21.0,177.169998,105.07,21.67,1.812959206,10,0.049627759843374725,0.0064004525973917715,0.0018862902572529617,22536.023214090004
